names,lUnknown,rUnknown,lG_and_S_frontomargin,rG_and_S_frontomargin,lG_and_S_occipital_inf,rG_and_S_occipital_inf,lG_and_S_paracentral,rG_and_S_paracentral,lG_and_S_subcentral,rG_and_S_subcentral,lG_and_S_transv_frontopol,rG_and_S_transv_frontopol,lG_and_S_cingul-Ant,rG_and_S_cingul-Ant,lG_and_S_cingul-Mid-Ant,rG_and_S_cingul-Mid-Ant,lG_and_S_cingul-Mid-Post,rG_and_S_cingul-Mid-Post,lG_cingul-Post-dorsal,rG_cingul-Post-dorsal,lG_cingul-Post-ventral,rG_cingul-Post-ventral,lG_cuneus,rG_cuneus,lG_front_inf-Opercular,rG_front_inf-Opercular,lG_front_inf-Orbital,rG_front_inf-Orbital,lG_front_inf-Triangul,rG_front_inf-Triangul,lG_front_middle,rG_front_middle,lG_front_sup,rG_front_sup,lG_Ins_lg_and_S_cent_ins,rG_Ins_lg_and_S_cent_ins,lG_insular_short,rG_insular_short,lG_occipital_middle,rG_occipital_middle,lG_occipital_sup,rG_occipital_sup,lG_oc-temp_lat-fusifor,rG_oc-temp_lat-fusifor,lG_oc-temp_med-Lingual,rG_oc-temp_med-Lingual,lG_oc-temp_med-Parahip,rG_oc-temp_med-Parahip,lG_orbital,rG_orbital,lG_pariet_inf-Angular,rG_pariet_inf-Angular,lG_pariet_inf-Supramar,rG_pariet_inf-Supramar,lG_parietal_sup,rG_parietal_sup,lG_postcentral,rG_postcentral,lG_precentral,rG_precentral,lG_precuneus,rG_precuneus,lG_rectus,rG_rectus,lG_subcallosal,rG_subcallosal,lG_temp_sup-G_T_transv,rG_temp_sup-G_T_transv,lG_temp_sup-Lateral,rG_temp_sup-Lateral,lG_temp_sup-Plan_polar,rG_temp_sup-Plan_polar,lG_temp_sup-Plan_tempo,rG_temp_sup-Plan_tempo,lG_temporal_inf,rG_temporal_inf,lG_temporal_middle,rG_temporal_middle,lLat_Fis-ant-Horizont,rLat_Fis-ant-Horizont,lLat_Fis-ant-Vertical,rLat_Fis-ant-Vertical,lLat_Fis-post,rLat_Fis-post,lMedial_wall,rMedial_wall,lPole_occipital,rPole_occipital,lPole_temporal,rPole_temporal,lS_calcarine,rS_calcarine,lS_central,rS_central,lS_cingul-Marginalis,rS_cingul-Marginalis,lS_circular_insula_ant,rS_circular_insula_ant,lS_circular_insula_inf,rS_circular_insula_inf,lS_circular_insula_sup,rS_circular_insula_sup,lS_collat_transv_ant,rS_collat_transv_ant,lS_collat_transv_post,rS_collat_transv_post,lS_front_inf,rS_front_inf,lS_front_middle,rS_front_middle,lS_front_sup,rS_front_sup,lS_interm_prim-Jensen,rS_interm_prim-Jensen,lS_intrapariet_and_P_trans,rS_intrapariet_and_P_trans,lS_oc_middle_and_Lunatus,rS_oc_middle_and_Lunatus,lS_oc_sup_and_transversal,rS_oc_sup_and_transversal,lS_occipital_ant,rS_occipital_ant,lS_oc-temp_lat,rS_oc-temp_lat,lS_oc-temp_med_and_Lingual,rS_oc-temp_med_and_Lingual,lS_orbital_lateral,rS_orbital_lateral,lS_orbital_med-olfact,rS_orbital_med-olfact,lS_orbital-H_Shaped,rS_orbital-H_Shaped,lS_parieto_occipital,rS_parieto_occipital,lS_pericallosal,rS_pericallosal,lS_postcentral,rS_postcentral,lS_precentral-inf-part,rS_precentral-inf-part,lS_precentral-sup-part,rS_precentral-sup-part,lS_suborbital,rS_suborbital,lS_subparietal,rS_subparietal,lS_temporal_inf,rS_temporal_inf,lS_temporal_sup,rS_temporal_sup,lS_temporal_transverse,rS_temporal_transverse
sub-01_T1w,2.4405,2.2402,2.6510,2.5004,2.3899,2.5860,2.7625,2.4765,2.9252,2.9440,2.6470,2.6224,3.0407,3.2368,3.2326,3.0466,3.2591,2.9613,3.4205,3.3328,1.9279,3.0578,2.3687,2.2428,3.3199,3.2305,3.2788,2.9181,3.1362,2.8821,2.9913,2.9377,3.1442,3.2267,4.1122,4.3065,4.7916,4.3450,2.7010,2.8568,2.5332,2.5240,2.8341,2.8246,2.3858,2.3657,2.7709,3.5625,3.4017,3.1500,2.8263,2.8288,2.9132,2.9375,2.6080,2.5738,2.3598,2.3361,3.0238,3.0548,2.8929,2.8359,2.7480,2.9512,3.3647,4.0915,3.1477,3.1750,3.2930,3.2284,4.2207,3.8635,3.0110,2.9294,2.7492,2.9485,3.2336,3.2170,3.4055,3.1062,2.9663,3.0722,2.8912,2.9261,NaN,NaN,2.0692,2.1990,3.4013,2.9177,2.3068,2.4166,2.1309,2.1368,2.5692,2.6127,3.9600,3.4669,3.5604,3.4948,3.2110,3.1970,2.7038,2.6292,2.0264,2.2586,2.8227,2.7388,2.3477,2.6927,2.8845,2.7640,2.4971,2.7932,2.3701,2.4652,2.1191,2.3181,2.2720,2.3544,2.6303,2.3821,2.5604,2.8542,2.4521,2.6335,2.8833,2.7533,2.7711,2.5929,2.8847,3.0410,2.3830,2.5649,2.0287,1.8700,2.4296,2.5412,3.0435,2.8889,2.8917,2.8593,2.8071,2.7568,2.4441,2.6607,2.6140,2.5480,2.6742,2.7238,2.8916,3.0725
sub-02_T1w,2.2180,2.4150,2.7394,2.4091,2.3040,2.7209,2.6545,2.5879,2.9526,2.8489,2.7824,3.1154,2.9796,3.0349,3.1650,3.0416,2.8859,3.0170,3.3053,3.3587,2.8279,2.8209,2.2449,2.2507,3.2486,3.1345,3.0031,2.7998,2.8758,2.6491,3.0524,3.0345,3.4072,3.4556,4.4520,4.4783,4.7861,4.6412,2.6741,2.7923,2.2976,2.4077,2.9964,3.1814,2.5546,2.6693,2.7240,3.4251,3.2155,2.9111,2.9333,2.9059,3.0748,2.8535,2.6422,2.5973,2.4581,2.5052,3.0205,2.9763,2.8028,2.9210,2.7614,2.4593,3.0637,2.1837,2.9917,2.8462,3.2472,3.1425,3.6371,3.2907,2.9626,2.9355,2.6411,2.9081,3.3093,3.2379,3.5604,2.9904,3.0785,2.8005,2.8915,2.8943,NaN,NaN,1.9508,2.0457,2.7378,2.8173,2.2687,2.3822,2.2308,2.2482,2.7074,2.6446,3.6711,3.6871,3.4855,3.5205,3.2225,3.2100,2.5991,2.9211,2.2817,2.0669,2.7606,2.6546,2.7605,2.5617,2.9672,2.7298,2.8202,2.6859,2.4922,2.5082,2.2156,2.1022,2.4565,2.1227,2.6848,2.5451,2.5860,2.6138,2.6187,2.4247,2.8412,2.4959,2.4185,2.3217,3.0255,2.8910,2.5681,2.3541,2.0457,2.0502,2.5580,2.4375,2.8766,2.8167,2.6090,2.8593,2.8347,2.5786,2.5660,2.6283,2.4638,2.4589,2.8410,2.8008,2.7588,2.9649
sub-03_T1w,2.3238,2.3017,2.7681,2.7794,2.8556,2.7167,2.3024,2.4019,3.0371,3.0377,2.8701,2.7600,3.0739,3.0919,3.2962,3.3352,3.2324,3.2860,3.8220,3.3974,3.2566,3.3140,2.3592,2.3176,3.3342,3.2491,3.0964,3.2356,2.8516,2.9578,3.1623,3.0661,3.4102,3.3471,4.0483,3.9733,4.8559,5.2532,2.9184,2.8979,2.6171,2.7905,3.4376,3.1267,2.4929,2.4556,3.8531,3.7876,3.2444,3.2770,2.7697,2.9837,2.9777,2.9774,2.6531,2.7014,2.4882,2.3833,3.0509,2.9796,3.0695,2.8718,2.7081,2.7453,2.5045,3.5575,2.7176,2.7827,3.1220,3.3038,3.6034,3.6679,2.8765,2.8999,3.0563,3.1654,3.3210,3.1863,2.7447,3.0074,3.3745,2.6302,2.7453,3.0026,NaN,NaN,2.0318,2.0407,3.2428,3.4226,2.3980,2.3444,2.1462,2.2249,2.8392,2.6964,4.0920,3.6048,3.3708,3.5920,3.4429,3.3678,3.0462,3.1665,2.2973,2.4932,2.8200,2.5235,2.8383,2.7524,3.1189,2.9744,2.8499,2.8443,2.6950,2.5781,2.2643,2.2552,2.4515,2.3842,2.7107,2.4613,2.7757,2.8383,2.5950,2.8875,2.6625,2.5919,2.5097,2.6209,3.2363,3.2410,2.6638,2.6443,2.0311,1.9372,2.7011,2.4784,2.8001,2.7864,2.8791,3.0814,2.5063,3.0428,2.6659,2.7361,2.7925,2.9713,2.7269,2.7209,2.4930,2.9003
sub-04_T1w,2.4089,2.4350,2.7978,2.8880,2.8169,2.8604,2.8119,2.3796,3.0379,3.0044,2.9832,2.7560,2.8757,2.8847,3.2371,3.2463,2.8155,2.8624,3.2944,3.3637,3.2744,3.0206,2.3468,2.1669,3.3768,2.9957,3.4340,2.5087,3.1352,2.8657,3.1040,2.9042,3.2773,3.1928,4.8638,4.9291,5.6019,4.2113,2.8444,2.8817,2.3906,2.4486,3.1378,3.1323,2.4764,2.5428,3.7139,3.6804,3.5106,3.3629,3.0654,2.9259,3.1101,3.1705,2.6692,2.6567,2.4976,2.5044,3.0143,3.1217,2.8805,2.9253,2.7354,2.6907,3.3929,2.3654,2.9250,2.7817,3.3677,3.2010,3.7170,3.9370,3.1465,3.0471,3.3444,3.3236,3.1262,3.1984,3.2694,2.8598,3.4556,3.0104,3.0041,2.8524,NaN,NaN,1.9205,2.1242,3.7956,3.4257,2.2961,2.3025,2.2489,2.2672,2.6430,2.6299,3.8814,3.4902,3.5671,3.6195,3.5018,3.2270,2.9285,2.8786,2.3811,2.0651,2.6751,2.6032,2.6911,2.5616,2.9553,2.7986,2.8075,2.6873,2.4425,2.4194,2.2190,2.1893,2.1205,2.2532,2.5785,2.6631,2.9265,2.8950,2.4603,2.3216,2.9051,2.5624,2.2886,2.4252,3.0978,3.0519,2.4727,2.4701,1.9684,1.8463,2.5071,2.4457,2.8390,2.7377,2.8613,2.8569,2.3317,2.7480,2.8327,2.7064,2.5594,2.3560,2.6935,2.7916,3.2742,2.7912
sub-05_T1w,2.4450,2.4355,2.7786,2.7062,2.0526,2.8025,2.3828,2.4405,2.9842,2.9185,2.9478,3.1083,3.3015,2.9532,3.3262,3.4037,2.9201,3.0935,3.4806,3.6454,2.8979,2.8054,2.2031,2.2416,3.3431,3.2891,3.0315,3.1146,3.0099,3.0547,3.1984,3.1952,3.3348,3.3220,4.3726,3.7234,5.2611,4.7756,2.9007,2.8270,2.5033,2.4218,3.1782,2.8153,2.4382,2.4592,2.8865,2.9366,3.0416,3.1170,2.8056,2.8259,3.0109,2.8873,2.5905,2.6289,2.3363,2.3005,2.9152,2.9798,2.9399,2.8895,2.7521,2.8844,3.5630,2.9093,2.6441,2.7242,2.9788,2.9074,3.8094,3.3234,2.7983,2.8359,2.7610,3.1258,3.0678,3.1104,2.8909,2.9015,3.4082,3.0067,2.8629,2.7262,NaN,NaN,2.0102,2.3777,3.1277,3.0805,2.2737,2.1557,1.9697,2.1279,2.7204,2.5989,3.6692,3.6552,3.7520,3.5263,3.3977,3.2686,2.9141,2.9512,2.3515,2.3057,2.7342,2.8636,2.6739,2.7660,2.9563,3.0861,2.6156,2.8106,2.4435,2.4687,2.1468,2.4799,2.3532,2.2061,2.4602,2.1771,3.0478,3.1782,2.4925,2.4591,2.6981,2.6119,2.3006,2.4618,3.1171,3.1474,2.5473,2.4153,2.0358,2.3160,2.4558,2.4147,2.8002,2.8391,2.9757,2.8516,2.7568,2.8208,2.6570,2.6646,2.6931,2.5230,2.5210,2.4902,2.0568,2.1185
sub-07_T1w,2.4775,2.3483,2.7581,2.5874,2.6311,2.6652,2.7392,2.3020,3.3653,3.1141,2.8877,2.9946,3.1853,3.3337,3.2726,3.4035,3.0252,3.2512,3.6284,3.1692,3.2835,3.0449,2.4149,2.2288,3.2718,3.3301,3.1335,3.0566,2.8834,3.0419,3.1604,3.0329,3.4942,3.3224,5.1524,5.1168,4.7871,5.2503,2.8578,2.9040,2.4701,2.4950,2.9300,2.7150,2.5287,2.5210,3.1268,3.1487,3.2485,3.3056,2.8780,2.9770,3.0550,3.0983,2.7292,2.7293,2.4912,2.4929,3.1103,3.0398,3.1121,2.8726,2.7068,2.4730,3.1067,3.0222,3.2649,3.0857,3.4590,3.3494,3.6969,3.5076,2.8168,3.0066,2.8653,3.1714,3.3717,3.3388,2.7159,2.6650,2.9155,2.9969,3.0167,3.1159,NaN,NaN,1.9337,2.0289,3.0874,2.5752,2.4688,2.4249,2.3877,2.1358,2.8568,2.9725,4.0387,3.9314,3.5938,3.6787,3.5380,3.4464,3.0688,3.2326,2.1253,2.2859,2.6098,2.7772,2.7495,2.8328,2.8831,3.0817,3.1925,2.8434,2.5587,2.5917,2.2596,2.3491,2.6012,2.5265,2.4561,2.6945,2.7576,2.6633,2.6783,2.7990,2.9290,2.5278,2.4143,2.3108,3.1148,2.9410,2.5942,2.4692,2.0404,1.8227,2.7481,2.4424,2.9977,2.9308,3.1093,2.9209,3.0493,2.6873,2.8861,2.8428,2.8209,2.5888,2.8333,3.0180,2.9740,3.2534
sub-08_T1w,2.5949,2.5139,2.5118,2.6651,2.6939,2.6634,2.4669,2.1059,2.9858,2.8814,2.7648,2.7943,3.3223,3.2760,3.3822,3.4007,3.0013,3.1070,3.4717,3.3535,3.2360,3.1236,2.1313,2.2111,3.3080,3.0586,3.0960,2.9987,3.1152,2.9443,3.1132,2.8824,3.3231,3.2292,4.8011,4.1665,4.9813,4.3654,2.5264,2.5831,2.0012,2.2508,3.0268,3.1366,2.2641,2.4423,3.4715,3.5385,3.2695,3.0888,2.8805,3.0530,3.0536,2.9302,2.5476,2.5967,2.3244,2.1506,3.1282,3.0926,2.9043,2.8751,2.6409,2.8272,3.4366,3.8586,3.0889,2.7573,3.2666,3.1853,3.8853,3.5217,2.8824,2.7211,3.0576,2.8166,3.3859,3.1477,2.9620,2.8902,2.8817,2.9654,2.5738,3.0672,NaN,NaN,1.9458,2.1241,3.5101,3.3626,2.4529,2.3607,2.4136,2.5105,2.5871,2.5326,3.8554,3.6410,3.8154,3.4707,3.3693,3.3554,2.7861,3.0159,2.1553,2.3326,2.6174,2.7084,2.8544,2.6793,3.0217,3.0488,3.0729,2.6287,2.5908,2.4862,2.2011,2.4832,2.4036,2.1939,2.4967,2.5991,2.6522,3.0005,2.5296,2.6893,3.0514,2.5210,2.7915,2.6109,3.4658,3.0324,2.4618,2.4555,2.1619,2.0349,2.6373,2.4414,2.6898,3.0224,3.0164,3.0240,3.0540,3.1439,2.5400,2.9769,2.7430,2.6222,2.6653,2.8195,2.6977,2.8965
sub-09_T1w,2.8381,2.4557,3.6412,2.6122,3.1282,2.7892,2.4326,2.6081,3.5105,2.8312,3.1119,2.8495,4.5470,3.2381,4.0387,3.2549,3.8976,3.0864,3.9312,3.2559,3.3724,3.2490,2.5605,2.4230,3.5935,3.0750,3.7499,3.2922,3.3951,2.9131,3.4907,2.9742,3.5673,3.2950,4.8018,4.6216,5.4627,4.7674,3.0663,2.9027,2.5320,2.4562,3.6097,2.9719,3.2130,2.6308,3.3025,3.2800,3.4738,2.6605,3.1459,2.9422,3.1617,2.9469,2.8700,2.5950,2.4783,2.2163,3.4075,2.9641,3.2738,2.9245,2.9920,2.4473,3.9339,2.6496,3.1562,3.1389,3.5276,3.5129,3.3505,3.6037,3.1016,2.9538,3.6274,2.8342,3.7600,3.3985,3.8368,2.7504,3.4757,3.0310,3.6309,2.8437,NaN,NaN,2.4286,2.0924,3.5351,2.6807,3.1209,2.4314,2.8617,2.0452,3.1325,2.7726,4.2439,3.2775,3.7775,3.6018,4.8690,3.3652,4.4015,3.0331,3.4076,2.5058,3.8042,2.6779,4.0340,2.5699,3.6977,2.8940,2.9714,2.8734,3.4307,2.5673,3.1984,2.1072,3.1693,2.2915,3.3995,2.4261,5.2791,2.6452,4.2319,2.5977,4.1031,2.9367,2.8294,2.1226,3.5736,2.7261,3.1442,2.3488,2.2807,1.9730,3.0572,2.4378,3.5346,2.7893,3.5630,2.6477,4.2009,2.4151,3.9507,2.7679,3.9767,2.5939,4.0559,2.8701,3.6356,2.7933
sub-10_T1w,2.5456,2.4092,3.3907,2.6570,3.2814,2.5485,2.6581,2.5302,3.1766,2.7584,3.1674,2.6427,4.3560,2.9498,4.0551,3.2135,3.6241,3.0492,3.7965,3.4100,3.4655,3.0749,2.6790,2.4170,3.3603,3.0179,3.4651,2.8827,2.9563,2.8366,3.3467,2.9475,3.4893,3.2193,4.9267,4.4857,5.8328,4.4645,2.9005,2.6553,2.6578,2.3842,3.4207,3.1563,2.5912,2.4557,3.8196,3.5020,3.9720,3.1237,3.1118,2.6277,3.2035,2.9500,2.7147,2.6160,2.2999,2.0642,3.1104,3.0946,2.9566,2.7898,3.7692,2.8086,3.7374,3.7263,2.9216,3.0617,3.8163,3.3180,4.4681,3.9689,3.2306,2.9991,3.4351,3.0303,3.6086,2.9856,3.5641,3.0759,3.3493,2.6790,3.5305,2.9743,NaN,NaN,2.3315,2.0853,4.4545,3.7821,3.0385,2.3798,2.4823,2.0987,3.2356,2.6130,4.5337,3.4212,4.0330,3.5324,4.3068,3.3384,3.8863,3.1190,3.0055,2.2158,3.4606,2.6391,3.3202,2.7827,3.4334,2.8218,2.9499,2.8434,2.7266,2.3562,2.8200,2.3044,2.9391,2.4011,3.1589,2.4106,3.4172,3.0954,3.7698,2.5301,3.2614,2.6446,3.4687,2.5632,4.2519,3.2299,3.3112,2.7211,3.1477,2.2340,2.7523,2.1475,3.2988,2.9799,3.3737,2.9702,3.7769,2.9590,3.5036,2.5918,3.3829,2.5454,3.7451,2.7259,3.5625,3.0038
sub-11_T1w,2.8819,2.7338,3.2222,2.6489,2.9805,2.7079,2.3515,2.4178,3.2644,2.7241,3.1478,2.6232,4.3890,3.0966,4.2452,3.3751,3.8041,3.0972,3.7126,3.2499,3.1120,2.9760,2.5029,2.2637,3.5303,2.9724,3.6842,3.3301,3.1534,2.7769,3.2956,3.0244,3.3978,3.2828,4.5226,3.7506,5.0586,4.1050,3.0891,2.5975,2.5610,2.3182,3.4802,3.1095,2.9225,2.4280,3.7822,3.8217,3.5146,2.9855,2.8118,2.8725,3.0280,2.7307,2.6167,2.5653,2.4317,2.2832,3.0660,3.0578,3.0486,2.9177,3.2540,2.5757,3.7053,2.7409,3.0035,2.7579,3.6471,3.2084,4.1672,3.2327,3.0102,2.7696,3.5547,3.0434,3.6277,3.2496,3.3249,2.8622,3.8978,2.4894,3.1762,2.8272,NaN,NaN,2.4905,2.2187,4.2370,3.5227,2.7862,2.2430,2.4479,2.1678,2.9854,2.6081,4.0293,3.2929,3.6686,3.3776,4.1333,3.2142,3.6553,2.6826,2.9806,2.2500,3.3280,2.6993,3.3998,2.6620,3.3142,3.0056,3.0091,2.6363,2.5995,2.4377,3.2101,2.2197,2.6864,2.2308,3.5541,2.3759,4.4564,2.8453,3.7667,2.7508,3.2238,2.7558,3.2360,2.1525,4.2066,2.8198,2.6445,2.3336,3.1902,2.1936,2.7280,2.3270,3.1699,2.7859,2.9743,2.9013,3.5509,2.5856,3.5148,2.7420,3.6823,2.5332,3.2353,2.7257,3.1954,2.8515
sub-12_T1w,2.6360,2.6306,2.3278,2.4350,2.5712,2.7935,2.4936,2.1794,3.0838,3.0186,2.7616,2.7304,2.9719,3.0910,2.8538,3.3175,2.9134,2.9823,3.2515,3.4789,2.9317,3.3236,2.1661,2.3413,3.3093,3.2302,3.1377,2.7019,2.8151,2.9910,3.0354,2.9996,3.2260,3.2211,5.1680,4.6968,5.3106,4.9628,2.8958,2.9563,2.4105,2.4806,3.3145,2.8893,2.6177,2.4529,3.2497,3.7692,3.4028,3.1044,2.8368,2.8908,3.0465,2.9909,2.6047,2.5755,2.4392,2.1478,2.9498,2.9900,2.8814,2.8064,2.6999,2.9336,3.0192,2.7963,3.1574,3.3261,3.2119,3.3234,4.6737,3.8031,3.0381,2.8747,2.9094,2.8892,3.4749,3.4835,2.5324,3.1970,3.2454,2.8421,2.7367,3.1512,NaN,NaN,2.0475,1.9874,4.1577,3.4921,2.4151,2.2488,2.1014,2.0960,2.6189,2.6558,4.0876,2.9314,4.2092,3.8056,3.3129,3.4089,3.4336,3.0079,2.4263,2.4360,2.6336,2.6564,2.6291,2.4760,3.0419,2.8622,2.4794,2.5396,2.5214,2.6286,2.2467,2.2548,2.4866,2.2936,2.7859,2.4729,2.6320,2.4041,2.9105,2.5372,2.1735,2.1880,2.4995,2.4964,3.3095,3.1966,2.5265,2.4391,1.9750,2.0049,2.5501,2.3705,2.7712,2.7698,2.8181,2.8680,3.1627,3.1539,2.4341,2.4836,2.4656,2.8082,2.6254,2.8970,2.3714,2.8947
sub-13_T1w,2.4042,2.3912,2.6237,2.8857,2.5438,2.4965,2.6275,2.4548,2.8596,2.8521,2.9974,2.9006,2.8645,2.8949,2.9017,2.9965,2.8226,2.9306,3.2377,3.2532,2.9997,2.9296,2.1847,2.3808,3.2498,3.1106,3.0307,2.7400,2.9740,2.8569,3.0998,3.0136,3.1845,3.2198,3.8709,4.0430,4.7128,4.5439,2.7075,2.6843,2.2813,2.4591,2.9789,3.0484,2.3952,2.4806,3.6963,3.4366,3.5487,3.5762,3.0223,2.9497,2.9829,2.9801,2.6329,2.5090,2.2920,2.2930,2.9970,2.9355,2.8070,2.8230,2.6315,2.7802,2.0682,3.1777,2.9664,2.7321,3.2362,3.2019,3.6854,3.6240,2.7162,2.9034,2.8475,2.7368,3.3518,3.3058,2.3339,3.0162,3.0413,2.7248,2.6417,2.7308,NaN,NaN,2.0574,2.2384,3.6331,2.8448,2.1174,2.2190,2.1086,2.1214,2.6311,2.5691,3.7393,3.6837,3.5649,3.2147,3.1943,3.1206,3.2313,2.7606,2.8055,2.7095,2.4198,2.4665,2.6322,2.7094,2.7475,2.8368,2.7704,2.3792,2.4478,2.3168,2.4047,2.1535,2.2739,2.2637,2.1452,2.5599,2.2788,2.3317,2.3828,2.3450,2.8083,2.8762,2.3550,2.4241,3.2091,3.1465,2.3810,2.2427,1.8109,1.8178,2.5922,2.3201,2.8270,2.8276,2.9100,2.8107,2.4846,2.8248,2.6375,2.3308,2.4428,2.6355,2.5917,2.6737,2.2543,2.8244
sub-14_T1w,2.3521,2.4308,2.7881,2.6735,2.3444,2.4721,2.3889,2.3978,3.0670,2.9837,2.9119,2.7830,3.3376,3.2534,3.3121,3.1140,3.1213,3.2378,3.5656,3.3796,2.9601,2.7455,2.2621,2.2789,3.2156,3.1391,3.5408,2.7262,3.0147,2.8654,2.8960,2.7189,3.1278,3.0821,4.4954,4.4037,4.9850,5.0323,2.6741,2.8092,2.3866,2.4466,3.1277,3.1805,2.5700,2.6169,3.5047,3.8878,3.2591,3.1111,2.6835,2.7573,2.9215,2.8910,2.5458,2.6066,2.1745,2.2408,3.0391,2.8795,2.8192,2.7246,2.7805,2.9776,3.6037,3.2843,3.0943,3.1252,3.1999,3.0593,3.7203,3.3637,2.9580,2.7774,3.1732,3.0573,3.2381,3.2419,2.6383,3.0490,3.1558,3.4146,2.6413,2.9079,NaN,NaN,2.1513,2.1149,3.6712,3.6635,2.4152,2.5548,2.1890,2.1861,2.7487,2.6746,3.7543,3.7232,3.8082,3.5283,3.6296,3.6081,2.9602,2.9103,2.4457,2.1208,2.4926,2.5561,2.7710,2.5759,2.9036,2.7542,2.8850,2.6738,2.4715,2.5268,2.2699,2.2073,2.3738,2.3407,2.5337,2.6633,2.5838,2.5283,2.4968,2.7163,2.6396,2.5844,2.5436,2.6218,3.2063,2.8034,2.5165,2.4647,2.2569,2.2398,2.4277,2.4176,2.9459,2.7501,2.8278,2.7941,2.8344,2.2112,2.5986,2.6852,2.5156,2.5212,2.5941,2.6831,2.1392,2.7997
sub-15_T1w,2.4091,2.3690,2.7035,2.7214,2.6227,2.7408,2.6283,2.4337,2.8686,2.9955,2.7481,2.6959,2.9452,2.9256,3.0823,3.1016,2.9596,2.9349,3.3279,3.5224,3.0188,3.0120,2.2971,2.3000,3.2982,3.0298,3.1045,3.0828,3.1068,2.9998,3.0089,2.9493,3.4023,3.3382,4.0976,3.6571,4.8390,4.3952,2.7002,2.9345,2.4138,2.4513,2.9805,3.1170,2.4255,2.5860,3.2195,3.2576,3.0338,2.9533,2.8128,2.7770,3.0165,2.8914,2.4685,2.4263,2.5070,2.4811,3.1111,3.0685,2.8278,2.8577,2.7206,2.6647,3.5244,2.9752,3.1058,3.0121,3.4401,3.2972,3.3959,3.2067,2.9442,2.7586,2.9738,2.9556,3.1846,3.0805,2.6004,2.6851,3.2057,3.2717,2.7027,2.9136,NaN,NaN,2.1318,2.2360,3.6402,2.6571,2.3751,2.3361,2.2620,2.2567,2.7533,2.7006,3.5128,3.1879,3.0943,2.8707,3.2666,3.3238,2.9943,2.9279,2.3318,2.4526,2.6753,2.6978,2.9622,2.5874,2.9860,2.9138,3.0344,2.8348,2.5430,2.4636,2.2188,2.3837,2.3793,2.4808,2.5088,2.9128,2.6623,2.8169,2.6231,2.6223,2.9890,2.4121,2.4046,2.2954,2.9012,2.9555,2.4872,2.3999,2.0042,1.8079,2.5131,2.5800,2.9187,2.9537,2.9514,2.9540,2.8966,2.2872,2.6707,2.9149,2.5219,2.6513,2.7428,2.8399,2.8181,2.8894
sub-16_T1w,2.3728,2.2688,2.6836,2.5343,2.5432,2.5626,2.6670,2.4960,2.7967,3.0273,2.8771,2.9846,3.0260,3.0409,3.0420,3.0842,2.7573,2.8772,3.4506,3.3043,3.3137,3.3253,2.3732,2.2345,3.1425,3.0105,3.1384,3.0726,2.9045,2.8695,2.9580,2.9209,3.3171,3.2130,4.6571,4.5169,5.2176,4.2411,2.8490,2.7946,2.4140,2.4464,2.9036,2.8532,2.6054,2.5455,3.6553,3.6104,2.9473,3.2621,2.8073,2.8605,2.8164,2.9800,2.7194,2.6339,2.1986,2.4202,2.7044,3.0173,2.8096,2.7790,2.6418,2.3333,2.0214,2.1898,3.1238,2.9487,3.2512,3.4072,3.6993,3.7634,2.6370,2.9045,2.9192,3.0236,3.1844,3.1350,3.2068,3.1160,2.8382,2.8343,2.4814,2.7845,NaN,NaN,2.1789,2.3112,3.4324,2.9166,2.3424,2.2392,2.0423,2.2276,2.5121,2.5102,3.4778,3.2337,3.5703,3.3971,3.1120,2.8947,2.9251,2.7335,2.1007,2.5330,2.6578,2.6224,2.6136,2.6233,2.8173,2.9203,2.4928,2.6934,2.1835,2.3920,2.1856,2.3680,2.0613,2.2551,2.4015,2.5018,2.7724,2.6451,2.4589,2.3646,2.4758,2.8648,2.9002,2.9775,3.0317,2.9557,2.3375,2.2904,2.2254,2.0476,2.4000,2.4034,2.7838,2.8617,2.7926,2.9428,2.4343,2.6256,2.5133,2.5918,2.6894,2.5288,2.3760,2.6014,2.3144,3.2348
